voice_location,label
data/wav/fake_voice/file_11__2612.wav,0
data/wav/fake_voice/file_11__33548.wav,0
data/wav/real_voice/file_11_11688.wav,1
data/wav/fake_voice/file_11__17546.wav,0
data/wav/fake_voice/file_11__7892.wav,0
data/wav/real_voice/file_11_14447.wav,1
data/wav/fake_voice/file_11__4671.wav,0
data/wav/fake_voice/file_12_19655.wav,0
data/wav/fake_voice/file_11__5382.wav,0
data/wav/real_voice/file_11_23858.wav,1
data/wav/real_voice/file_12_2738.wav,1
data/wav/real_voice/file_11_10756.wav,1
data/wav/real_voice/file_12_14217.wav,1
data/wav/fake_voice/file_11__21790.wav,0
data/wav/fake_voice/file_11__91.wav,0
data/wav/fake_voice/file_11__21354.wav,0
data/wav/real_voice/file_11_9303.wav,1
data/wav/real_voice/file_11_29208.wav,1
data/wav/fake_voice/file_12_32146.wav,0
data/wav/fake_voice/file_11__25154.wav,0
data/wav/real_voice/file_12_26820.wav,1
data/wav/real_voice/file_12_12670.wav,1
data/wav/fake_voice/file_12_22278.wav,0
data/wav/fake_voice/file_11__32242.wav,0
data/wav/fake_voice/file_12_24630.wav,0
data/wav/real_voice/file_11_11478.wav,1
data/wav/real_voice/file_11_18962.wav,1
data/wav/real_voice/file_11_27594.wav,1
data/wav/real_voice/file_11_9838.wav,1
data/wav/real_voice/file_11_22656.wav,1
data/wav/real_voice/file_11_12308.wav,1
data/wav/fake_voice/file_11__11002.wav,0
data/wav/real_voice/file_11_33018.wav,1
data/wav/real_voice/file_12_26602.wav,1
data/wav/real_voice/file_11_12219.wav,1
data/wav/real_voice/file_11_13154.wav,1
data/wav/fake_voice/file_12_17481.wav,0
data/wav/fake_voice/file_11__33594.wav,0
data/wav/real_voice/file_11_23830.wav,1
data/wav/real_voice/file_12_28716.wav,1
data/wav/real_voice/file_11_30121.wav,1
data/wav/real_voice/file_11_23212.wav,1
data/wav/real_voice/file_12_23801.wav,1
data/wav/real_voice/file_11_12577.wav,1
data/wav/fake_voice/file_12_31833.wav,0
data/wav/fake_voice/file_12_16169.wav,0
data/wav/real_voice/file_11_29455.wav,1
data/wav/fake_voice/file_11__22423.wav,0
data/wav/fake_voice/file_11__229.wav,0
data/wav/fake_voice/file_11__10366.wav,0
data/wav/real_voice/file_12_9616.wav,1
data/wav/real_voice/file_12_26648.wav,1
data/wav/fake_voice/file_12_5400.wav,0
data/wav/real_voice/file_11_16316.wav,1
data/wav/real_voice/file_12_19316.wav,1
data/wav/real_voice/file_12_24876.wav,1
data/wav/real_voice/file_11_24970.wav,1
data/wav/real_voice/file_12_286.wav,1
data/wav/real_voice/file_11_32194.wav,1
data/wav/real_voice/file_12_6546.wav,1
data/wav/real_voice/speaker2_7.wav,1
data/wav/real_voice/file_11_15993.wav,1
data/wav/fake_voice/file_11__26020.wav,0
data/wav/fake_voice/file_11__25114.wav,0
data/wav/fake_voice/file_12_22861.wav,0
data/wav/real_voice/file_12_21988.wav,1
data/wav/fake_voice/file_11__12212.wav,0
data/wav/fake_voice/file_11__29626.wav,0
data/wav/fake_voice/file_11__28950.wav,0
data/wav/fake_voice/file_11__11156.wav,0
data/wav/real_voice/file_11_1079.wav,1
data/wav/real_voice/file_12_29889.wav,1
data/wav/real_voice/file_12_1535.wav,1
data/wav/real_voice/file_12_8278.wav,1
data/wav/real_voice/file_12_32183.wav,1
data/wav/real_voice/file_11_29123.wav,1
data/wav/fake_voice/file_11__9491.wav,0
data/wav/fake_voice/file_11__30967.wav,0
data/wav/real_voice/file_11_33548.wav,1
data/wav/real_voice/file_12_14790.wav,1
data/wav/fake_voice/file_12_1577.wav,0
data/wav/real_voice/file_12_22853.wav,1
data/wav/fake_voice/file_11__388.wav,0
data/wav/fake_voice/file_11__31471.wav,0
data/wav/real_voice/file_11_21981.wav,1
data/wav/fake_voice/file_12_31992.wav,0
data/wav/fake_voice/file_12_18.wav,0
data/wav/real_voice/file_11_6857.wav,1
data/wav/fake_voice/file_11__4470.wav,0
data/wav/fake_voice/file_11__26775.wav,0
data/wav/real_voice/file_11_14595.wav,1
data/wav/fake_voice/file_11__22957.wav,0
data/wav/real_voice/file_11_7361.wav,1
data/wav/fake_voice/file_11__22294.wav,0
data/wav/fake_voice/file_11__30424.wav,0
data/wav/fake_voice/fake3_3.wav,0
data/wav/fake_voice/file_12_22178.wav,0
data/wav/fake_voice/file_12_1626.wav,0
data/wav/real_voice/file_11_23367.wav,1
data/wav/fake_voice/file_11__14230.wav,0
data/wav/fake_voice/file_11__9139.wav,0
data/wav/fake_voice/file_11__1678.wav,0
data/wav/fake_voice/file_12_25506.wav,0
data/wav/real_voice/file_11_14040.wav,1
data/wav/real_voice/file_11_22423.wav,1
data/wav/real_voice/speaker1_6.wav,1
data/wav/fake_voice/file_11__22513.wav,0
data/wav/real_voice/file_11_17413.wav,1
data/wav/real_voice/file_11_26465.wav,1
data/wav/real_voice/file_11_336.wav,1
data/wav/fake_voice/file_11__27177.wav,0
data/wav/fake_voice/file_11__29947.wav,0
data/wav/fake_voice/file_11__11021.wav,0
data/wav/fake_voice/file_11__13629.wav,0
data/wav/real_voice/file_12_29420.wav,1
data/wav/real_voice/file_11_23760.wav,1
data/wav/real_voice/file_12_20392.wav,1
data/wav/real_voice/file_11_22103.wav,1
data/wav/real_voice/file_12_13869.wav,1
data/wav/real_voice/file_12_19865.wav,1
data/wav/real_voice/file_11_3123.wav,1
data/wav/real_voice/file_11_29705.wav,1
data/wav/real_voice/file_11_16390.wav,1
data/wav/fake_voice/fake1_9.wav,0
data/wav/fake_voice/file_11__9375.wav,0
data/wav/real_voice/file_12_17987.wav,1
data/wav/fake_voice/file_11__19821.wav,0
data/wav/real_voice/file_11_20744.wav,1
data/wav/fake_voice/file_12_15186.wav,0
data/wav/real_voice/file_12_25958.wav,1
data/wav/fake_voice/file_11__18091.wav,0
data/wav/fake_voice/file_11__17016.wav,0
data/wav/real_voice/file_11_19319.wav,1
data/wav/real_voice/file_12_21623.wav,1
data/wav/real_voice/file_11_21453.wav,1
data/wav/fake_voice/file_11__8558.wav,0
data/wav/fake_voice/file_11__33666.wav,0
data/wav/real_voice/file_11_719.wav,1
data/wav/fake_voice/file_11__12209.wav,0
data/wav/real_voice/file_12_29580.wav,1
data/wav/fake_voice/file_12_33236.wav,0
data/wav/real_voice/file_12_25506.wav,1
data/wav/real_voice/file_12_15384.wav,1
data/wav/fake_voice/file_12_24806.wav,0
data/wav/real_voice/file_11_30274.wav,1
data/wav/fake_voice/file_11__32559.wav,0
data/wav/real_voice/file_12_2964.wav,1
data/wav/real_voice/file_11_31270.wav,1
data/wav/real_voice/file_11_26782.wav,1
data/wav/fake_voice/file_11__2667.wav,0
data/wav/real_voice/file_11_22082.wav,1
data/wav/real_voice/file_11_6101.wav,1
data/wav/fake_voice/file_11__33781.wav,0
data/wav/fake_voice/file_11__24818.wav,0
data/wav/real_voice/file_11_6764.wav,1
data/wav/fake_voice/file_11__31485.wav,0
data/wav/fake_voice/file_11__2297.wav,0
data/wav/real_voice/file_11_22745.wav,1
data/wav/real_voice/file_11_29851.wav,1
data/wav/fake_voice/file_11__10997.wav,0
data/wav/real_voice/file_11_15059.wav,1
data/wav/real_voice/file_12_27904.wav,1
data/wav/real_voice/file_12_19972.wav,1
data/wav/real_voice/file_11_13315.wav,1
data/wav/real_voice/file_11_11500.wav,1
data/wav/fake_voice/file_11__26771.wav,0
data/wav/real_voice/file_12_34117.wav,1
data/wav/fake_voice/file_12_28750.wav,0
data/wav/real_voice/file_11_16245.wav,1
data/wav/fake_voice/file_12_27300.wav,0
data/wav/real_voice/file_11_17016.wav,1
data/wav/real_voice/file_12_27688.wav,1
data/wav/fake_voice/file_11__978.wav,0
data/wav/real_voice/file_11_21389.wav,1
data/wav/fake_voice/file_12_24328.wav,0
data/wav/fake_voice/file_12_14567.wav,0
data/wav/fake_voice/fake5_3.wav,0
data/wav/fake_voice/file_12_18493.wav,0
data/wav/real_voice/file_11_15048.wav,1
data/wav/fake_voice/file_12_9984.wav,0
data/wav/real_voice/file_11_27233.wav,1
data/wav/fake_voice/file_12_19118.wav,0
data/wav/fake_voice/file_12_33635.wav,0
data/wav/fake_voice/file_11__3372.wav,0
data/wav/fake_voice/file_12_20747.wav,0
data/wav/real_voice/file_12_24036.wav,1
data/wav/real_voice/file_11_12035.wav,1
data/wav/fake_voice/file_12_5378.wav,0
data/wav/real_voice/file_11_27848.wav,1
data/wav/fake_voice/file_12_30644.wav,0
data/wav/real_voice/file_12_4965.wav,1
data/wav/real_voice/file_11_72.wav,1
data/wav/fake_voice/file_11__7686.wav,0
data/wav/fake_voice/file_12_13799.wav,0
data/wav/fake_voice/file_11__460.wav,0
data/wav/fake_voice/file_11__19122.wav,0
data/wav/fake_voice/file_12_6457.wav,0
data/wav/fake_voice/file_12_22164.wav,0
data/wav/real_voice/file_12_22165.wav,1
data/wav/fake_voice/file_11__3457.wav,0
data/wav/real_voice/file_12_5016.wav,1
data/wav/fake_voice/file_12_31469.wav,0
data/wav/real_voice/file_11_3624.wav,1
data/wav/fake_voice/file_11__3377.wav,0
data/wav/fake_voice/file_11__6323.wav,0
data/wav/real_voice/file_12_32655.wav,1
data/wav/fake_voice/file_12_9127.wav,0
data/wav/fake_voice/file_11__7620.wav,0
data/wav/real_voice/file_11_33307.wav,1
data/wav/fake_voice/file_11__13763.wav,0
data/wav/real_voice/file_12_21507.wav,1
data/wav/fake_voice/file_11__25892.wav,0
data/wav/fake_voice/file_12_32786.wav,0
data/wav/fake_voice/file_12_5683.wav,0
data/wav/real_voice/file_11_10627.wav,1
data/wav/fake_voice/file_12_30898.wav,0
data/wav/real_voice/file_11_2020.wav,1
data/wav/real_voice/file_11_20416.wav,1
data/wav/fake_voice/file_12_12028.wav,0
data/wav/fake_voice/file_11__3123.wav,0
data/wav/fake_voice/file_12_9013.wav,0
data/wav/fake_voice/file_12_3720.wav,0
data/wav/real_voice/file_12_12294.wav,1
data/wav/real_voice/file_12_3972.wav,1
data/wav/fake_voice/file_11__22385.wav,0
data/wav/fake_voice/file_12_586.wav,0
data/wav/real_voice/file_11_12209.wav,1
data/wav/real_voice/file_11_17881.wav,1
data/wav/fake_voice/file_12_4023.wav,0
data/wav/real_voice/file_11_30306.wav,1
data/wav/real_voice/file_11_14772.wav,1
data/wav/real_voice/file_11_33753.wav,1
data/wav/fake_voice/file_12_17295.wav,0
data/wav/fake_voice/file_11__23049.wav,0
data/wav/real_voice/file_11_11626.wav,1
data/wav/real_voice/file_11_31323.wav,1
data/wav/real_voice/file_12_2461.wav,1
data/wav/real_voice/file_11_26442.wav,1
data/wav/fake_voice/file_12_126.wav,0
data/wav/real_voice/file_12_33993.wav,1
data/wav/fake_voice/file_12_22789.wav,0
data/wav/real_voice/file_11_29596.wav,1
data/wav/real_voice/file_12_28750.wav,1
data/wav/real_voice/file_12_17645.wav,1
data/wav/fake_voice/file_12_27225.wav,0
data/wav/real_voice/file_11_10915.wav,1
data/wav/fake_voice/file_11__15236.wav,0
data/wav/fake_voice/file_11__2969.wav,0
data/wav/fake_voice/file_12_2024.wav,0
data/wav/real_voice/file_11_32457.wav,1
data/wav/fake_voice/file_11__2497.wav,0
data/wav/fake_voice/file_11__4681.wav,0
data/wav/fake_voice/file_12_19438.wav,0
data/wav/fake_voice/file_11__32708.wav,0
data/wav/fake_voice/file_12_29524.wav,0
data/wav/real_voice/file_11_25157.wav,1
data/wav/real_voice/file_12_3999.wav,1
data/wav/fake_voice/file_11__34411.wav,0
data/wav/real_voice/file_11_16351.wav,1
data/wav/fake_voice/file_12_21988.wav,0
data/wav/fake_voice/file_12_10016.wav,0
data/wav/fake_voice/file_11__30053.wav,0
data/wav/real_voice/speaker4_5.wav,1
data/wav/real_voice/file_11_23784.wav,1
data/wav/real_voice/file_11_23393.wav,1
data/wav/real_voice/file_12_30597.wav,1
data/wav/real_voice/file_11_8.wav,1
data/wav/real_voice/file_12_23786.wav,1
data/wav/real_voice/file_11_16688.wav,1
data/wav/fake_voice/file_11__19300.wav,0
data/wav/real_voice/file_12_14723.wav,1
data/wav/fake_voice/file_11__3348.wav,0
data/wav/real_voice/file_12_16169.wav,1
data/wav/fake_voice/file_12_31890.wav,0
data/wav/real_voice/file_11_13102.wav,1
data/wav/real_voice/file_11_6438.wav,1
data/wav/fake_voice/file_11__22407.wav,0
data/wav/real_voice/file_11_32239.wav,1
data/wav/real_voice/file_11_31004.wav,1
data/wav/fake_voice/file_11__33110.wav,0
data/wav/fake_voice/file_11__11611.wav,0
data/wav/real_voice/file_11_28532.wav,1
data/wav/real_voice/file_11_19004.wav,1
data/wav/fake_voice/file_12_34185.wav,0
data/wav/real_voice/file_11_11733.wav,1
data/wav/fake_voice/file_11__11401.wav,0
data/wav/fake_voice/file_11__13754.wav,0
data/wav/real_voice/file_11_23904.wav,1
data/wav/real_voice/file_11_19379.wav,1
data/wav/fake_voice/file_11__26022.wav,0
data/wav/real_voice/file_12_11378.wav,1
data/wav/real_voice/file_11_28935.wav,1
data/wav/real_voice/file_11_16487.wav,1
data/wav/real_voice/file_11_31471.wav,1
data/wav/fake_voice/file_12_24117.wav,0
data/wav/real_voice/file_11_20031.wav,1
data/wav/real_voice/file_12_17980.wav,1
data/wav/fake_voice/file_11__27927.wav,0
data/wav/real_voice/file_11_11848.wav,1
data/wav/fake_voice/file_12_25025.wav,0
data/wav/fake_voice/file_12_32237.wav,0
data/wav/real_voice/file_11_14048.wav,1
data/wav/real_voice/file_11_14353.wav,1
data/wav/fake_voice/file_11__19260.wav,0
data/wav/fake_voice/file_11__11618.wav,0
data/wav/fake_voice/file_11__33416.wav,0
data/wav/fake_voice/file_12_9711.wav,0
data/wav/real_voice/file_11_34553.wav,1
data/wav/fake_voice/file_12_7633.wav,0
data/wav/fake_voice/file_11__4592.wav,0
data/wav/real_voice/file_11_32932.wav,1
data/wav/fake_voice/file_12_20970.wav,0
data/wav/real_voice/file_11_27862.wav,1
data/wav/real_voice/file_11_4492.wav,1
data/wav/real_voice/file_11_33514.wav,1
data/wav/real_voice/file_11_21731.wav,1
data/wav/fake_voice/file_11__29090.wav,0
data/wav/real_voice/file_11_12241.wav,1
data/wav/real_voice/file_11_20108.wav,1
data/wav/real_voice/file_12_31833.wav,1
data/wav/fake_voice/file_12_5156.wav,0
data/wav/fake_voice/file_12_13935.wav,0
data/wav/fake_voice/file_11__14353.wav,0
data/wav/real_voice/file_11_10584.wav,1
data/wav/real_voice/file_11_31109.wav,1
data/wav/real_voice/file_11_33648.wav,1
data/wav/fake_voice/file_12_20736.wav,0
data/wav/fake_voice/file_11__25724.wav,0
data/wav/fake_voice/file_11__11182.wav,0
data/wav/fake_voice/file_11__9231.wav,0
data/wav/real_voice/file_11_11964.wav,1
data/wav/real_voice/file_11_14753.wav,1
data/wav/real_voice/file_11_22090.wav,1
data/wav/real_voice/file_12_25915.wav,1
data/wav/real_voice/file_11_16992.wav,1
data/wav/real_voice/file_11_23589.wav,1
data/wav/real_voice/file_11_24390.wav,1
data/wav/fake_voice/file_12_22463.wav,0
data/wav/real_voice/file_12_1695.wav,1
data/wav/fake_voice/file_11__8686.wav,0
data/wav/fake_voice/file_11__20934.wav,0
data/wav/real_voice/file_11_17664.wav,1
data/wav/fake_voice/file_11__11879.wav,0
data/wav/real_voice/file_11_9311.wav,1
data/wav/fake_voice/file_12_4514.wav,0
data/wav/real_voice/file_11_29478.wav,1
data/wav/real_voice/file_12_29552.wav,1
data/wav/real_voice/file_11_1107.wav,1
data/wav/real_voice/file_11_3107.wav,1
data/wav/real_voice/file_11_8603.wav,1
data/wav/fake_voice/file_12_13735.wav,0
data/wav/real_voice/file_12_4254.wav,1
data/wav/real_voice/file_11_21308.wav,1
data/wav/fake_voice/file_11__32932.wav,0
data/wav/real_voice/file_12_30761.wav,1
data/wav/fake_voice/file_12_1819.wav,0
data/wav/fake_voice/file_11__3046.wav,0
data/wav/real_voice/file_12_30781.wav,1
data/wav/fake_voice/file_12_8034.wav,0
data/wav/real_voice/file_11_22248.wav,1
data/wav/fake_voice/file_12_24413.wav,0
data/wav/real_voice/file_11_8583.wav,1
data/wav/fake_voice/file_12_8931.wav,0
data/wav/fake_voice/file_12_30315.wav,0
data/wav/real_voice/file_12_29698.wav,1
data/wav/real_voice/file_12_19226.wav,1
data/wav/real_voice/file_11_24919.wav,1
data/wav/real_voice/file_11_8686.wav,1
data/wav/fake_voice/file_12_30116.wav,0
data/wav/real_voice/file_12_24577.wav,1
data/wav/real_voice/file_11_7719.wav,1
data/wav/real_voice/file_12_33531.wav,1
data/wav/real_voice/file_11_18543.wav,1
data/wav/real_voice/file_11_26118.wav,1
data/wav/fake_voice/file_12_29664.wav,0
data/wav/real_voice/file_11_595.wav,1
data/wav/real_voice/file_11_7651.wav,1
data/wav/fake_voice/file_11__26585.wav,0
data/wav/real_voice/file_12_30068.wav,1
data/wav/real_voice/file_11_23015.wav,1
data/wav/fake_voice/file_11__24590.wav,0
data/wav/fake_voice/file_12_12111.wav,0
data/wav/real_voice/file_12_31675.wav,1
data/wav/fake_voice/file_12_33388.wav,0
data/wav/real_voice/file_12_30940.wav,1
data/wav/fake_voice/file_11__33555.wav,0
data/wav/fake_voice/file_12_1276.wav,0
data/wav/fake_voice/file_11__24454.wav,0
data/wav/real_voice/file_12_10520.wav,1
data/wav/real_voice/file_12_34454.wav,1
data/wav/real_voice/file_11_22841.wav,1
data/wav/real_voice/file_11_26810.wav,1
data/wav/real_voice/file_11_27602.wav,1
data/wav/fake_voice/file_11__6782.wav,0
data/wav/fake_voice/file_12_28601.wav,0
data/wav/fake_voice/file_11__19254.wav,0
data/wav/fake_voice/file_11__17219.wav,0
data/wav/fake_voice/file_12_14807.wav,0
data/wav/fake_voice/file_11__9383.wav,0
data/wav/fake_voice/file_11__8594.wav,0
data/wav/fake_voice/file_12_32154.wav,0
data/wav/fake_voice/file_12_28895.wav,0
data/wav/fake_voice/file_11__12219.wav,0
data/wav/real_voice/file_11_21264.wav,1
data/wav/fake_voice/file_12_22566.wav,0
data/wav/fake_voice/file_11__4434.wav,0
data/wav/real_voice/file_12_30955.wav,1
data/wav/fake_voice/file_11__2456.wav,0
data/wav/fake_voice/file_12_8587.wav,0
data/wav/real_voice/file_11_25302.wav,1
data/wav/fake_voice/file_11__14210.wav,0
data/wav/fake_voice/file_12_9156.wav,0
data/wav/fake_voice/file_11__24686.wav,0
data/wav/real_voice/file_11_27464.wav,1
data/wav/real_voice/file_11_12392.wav,1
data/wav/fake_voice/file_11__29954.wav,0
data/wav/real_voice/file_12_16133.wav,1
data/wav/fake_voice/file_11__21159.wav,0
data/wav/fake_voice/file_11__26442.wav,0
data/wav/real_voice/file_11_18450.wav,1
data/wav/real_voice/file_11_15432.wav,1
data/wav/fake_voice/file_11__15552.wav,0
data/wav/fake_voice/file_12_1957.wav,0
data/wav/fake_voice/file_11__22115.wav,0
data/wav/real_voice/file_11_14210.wav,1
data/wav/fake_voice/file_12_4097.wav,0
data/wav/fake_voice/file_11__31526.wav,0
data/wav/real_voice/file_12_33405.wav,1
data/wav/fake_voice/file_11__24936.wav,0
data/wav/real_voice/file_12_1501.wav,1
data/wav/real_voice/file_12_26683.wav,1
data/wav/real_voice/file_11_27811.wav,1
data/wav/real_voice/file_11_29089.wav,1
data/wav/fake_voice/file_11__1652.wav,0
data/wav/fake_voice/file_11__19171.wav,0
data/wav/real_voice/file_11_19939.wav,1
data/wav/real_voice/file_11_34319.wav,1
data/wav/real_voice/file_12_20004.wav,1
data/wav/real_voice/file_11_17143.wav,1
data/wav/real_voice/file_12_20747.wav,1
data/wav/fake_voice/file_11__15145.wav,0
data/wav/fake_voice/file_12_34211.wav,0
data/wav/fake_voice/file_12_7188.wav,0
data/wav/real_voice/file_11_1123.wav,1
data/wav/fake_voice/file_12_3477.wav,0
data/wav/fake_voice/file_12_2426.wav,0
data/wav/real_voice/file_11_10386.wav,1
data/wav/fake_voice/file_11__17340.wav,0
data/wav/real_voice/file_12_17498.wav,1
data/wav/fake_voice/file_11__14781.wav,0
data/wav/fake_voice/file_11__29269.wav,0
data/wav/real_voice/file_12_8410.wav,1
data/wav/real_voice/file_12_28280.wav,1
data/wav/fake_voice/file_11__12609.wav,0
data/wav/real_voice/file_11_2916.wav,1
data/wav/fake_voice/file_11__21789.wav,0
data/wav/real_voice/file_11_17165.wav,1
data/wav/fake_voice/file_11__9257.wav,0
data/wav/real_voice/file_11_33532.wav,1
data/wav/real_voice/file_11_28243.wav,1
data/wav/fake_voice/file_11__22460.wav,0
data/wav/fake_voice/file_11__15762.wav,0
data/wav/fake_voice/file_11__10674.wav,0
data/wav/fake_voice/file_12_22508.wav,0
data/wav/fake_voice/file_11__11789.wav,0
data/wav/fake_voice/file_12_11304.wav,0
data/wav/real_voice/file_11_33567.wav,1
data/wav/real_voice/file_11_14663.wav,1
data/wav/fake_voice/file_11__16944.wav,0
data/wav/real_voice/file_12_32316.wav,1
data/wav/real_voice/file_11_20053.wav,1
data/wav/fake_voice/file_11__1797.wav,0
data/wav/fake_voice/file_11__12195.wav,0
data/wav/real_voice/file_11_31796.wav,1
data/wav/real_voice/file_12_30811.wav,1
data/wav/fake_voice/file_11__29250.wav,0
data/wav/fake_voice/file_11__9354.wav,0
data/wav/real_voice/file_11_6050.wav,1
data/wav/fake_voice/file_11__28571.wav,0
data/wav/real_voice/file_11_13012.wav,1
data/wav/fake_voice/file_12_15612.wav,0
data/wav/real_voice/file_11_4592.wav,1
data/wav/real_voice/file_11_20323.wav,1
data/wav/fake_voice/fake4_6.wav,0
data/wav/fake_voice/file_11__2650.wav,0
data/wav/fake_voice/file_11__23367.wav,0
data/wav/fake_voice/file_11__6667.wav,0
data/wav/fake_voice/file_11__33247.wav,0
data/wav/fake_voice/file_11__12460.wav,0
data/wav/fake_voice/file_12_31832.wav,0
data/wav/real_voice/file_11_12768.wav,1
data/wav/fake_voice/file_11__10382.wav,0
data/wav/fake_voice/file_11__6650.wav,0
data/wav/fake_voice/file_11__21453.wav,0
data/wav/real_voice/file_11_2667.wav,1
data/wav/real_voice/file_11_22798.wav,1
data/wav/fake_voice/file_12_7307.wav,0
data/wav/real_voice/file_12_10420.wav,1
data/wav/fake_voice/file_12_19902.wav,0
data/wav/fake_voice/file_11__2174.wav,0
data/wav/fake_voice/file_11__25552.wav,0
data/wav/real_voice/speaker3_9.wav,1
data/wav/fake_voice/file_11__3107.wav,0
data/wav/real_voice/file_11_6916.wav,1
data/wav/fake_voice/file_11__26960.wav,0
data/wav/real_voice/file_11_7548.wav,1
data/wav/fake_voice/file_11__7727.wav,0
data/wav/real_voice/file_11_12548.wav,1
data/wav/real_voice/file_12_6896.wav,1
data/wav/fake_voice/file_12_5157.wav,0
data/wav/fake_voice/file_11__24603.wav,0
data/wav/fake_voice/file_11__10386.wav,0
data/wav/real_voice/file_12_5589.wav,1
data/wav/real_voice/file_12_12028.wav,1
data/wav/fake_voice/file_11__16831.wav,0
data/wav/fake_voice/file_11__2260.wav,0
data/wav/real_voice/file_11_33787.wav,1
data/wav/real_voice/file_12_28615.wav,1
data/wav/fake_voice/file_11__18686.wav,0
data/wav/fake_voice/file_12_23782.wav,0
data/wav/fake_voice/file_12_6311.wav,0
data/wav/fake_voice/file_11__20853.wav,0
data/wav/real_voice/file_11_1986.wav,1
data/wav/fake_voice/file_11__27187.wav,0
data/wav/real_voice/file_11_4061.wav,1
data/wav/real_voice/file_11_18691.wav,1
data/wav/real_voice/file_12_2255.wav,1
data/wav/real_voice/file_11_11182.wav,1
data/wav/real_voice/file_12_15568.wav,1
data/wav/fake_voice/file_11__22055.wav,0
data/wav/fake_voice/file_11__6743.wav,0
data/wav/real_voice/file_11_27163.wav,1
data/wav/fake_voice/file_12_32506.wav,0
data/wav/real_voice/file_11_13222.wav,1
data/wav/real_voice/file_11_24918.wav,1
data/wav/fake_voice/file_11__14981.wav,0
data/wav/real_voice/speaker1_2.wav,1
data/wav/fake_voice/file_12_8101.wav,0
data/wav/real_voice/file_12_27710.wav,1
data/wav/real_voice/file_11_17787.wav,1
data/wav/fake_voice/file_11__15938.wav,0
data/wav/real_voice/file_11_14264.wav,1
data/wav/fake_voice/file_11__479.wav,0
data/wav/real_voice/file_11_12643.wav,1
data/wav/fake_voice/file_12_16845.wav,0
data/wav/fake_voice/file_11__16972.wav,0
data/wav/fake_voice/file_11__8621.wav,0
data/wav/fake_voice/file_12_24036.wav,0
data/wav/fake_voice/file_11__10927.wav,0
data/wav/real_voice/file_11_28636.wav,1
data/wav/fake_voice/file_11__21861.wav,0
data/wav/fake_voice/file_11__20584.wav,0
data/wav/fake_voice/file_12_12030.wav,0
data/wav/fake_voice/file_11__16294.wav,0
data/wav/fake_voice/file_12_11129.wav,0
data/wav/fake_voice/file_11__9016.wav,0
data/wav/real_voice/file_12_21709.wav,1
data/wav/fake_voice/file_11__26563.wav,0
data/wav/real_voice/file_12_21259.wav,1
data/wav/real_voice/file_12_2426.wav,1
data/wav/fake_voice/file_12_32655.wav,0
data/wav/real_voice/file_11_7658.wav,1
data/wav/fake_voice/file_11__15438.wav,0
data/wav/real_voice/file_12_19512.wav,1
data/wav/real_voice/file_12_27132.wav,1
data/wav/fake_voice/file_12_18622.wav,0
data/wav/real_voice/file_11_24454.wav,1
data/wav/fake_voice/file_11__19078.wav,0
data/wav/real_voice/file_11_18180.wav,1
data/wav/real_voice/file_11_9016.wav,1
data/wav/real_voice/file_11_24277.wav,1
data/wav/fake_voice/file_11__34396.wav,0
data/wav/real_voice/file_12_31016.wav,1
data/wav/real_voice/file_11_31077.wav,1
data/wav/fake_voice/file_11__6339.wav,0
data/wav/fake_voice/file_12_25512.wav,0
data/wav/fake_voice/file_11__7027.wav,0
data/wav/fake_voice/file_11__30183.wav,0
data/wav/fake_voice/file_12_27826.wav,0
data/wav/real_voice/file_11_24936.wav,1
data/wav/real_voice/file_11_33781.wav,1
data/wav/real_voice/file_12_16845.wav,1
data/wav/fake_voice/file_11__525.wav,0
data/wav/fake_voice/file_11__2450.wav,0
data/wav/real_voice/file_11_2073.wav,1
data/wav/real_voice/file_12_1358.wav,1
data/wav/real_voice/file_11_3747.wav,1
data/wav/fake_voice/fake3_8.wav,0
data/wav/fake_voice/file_11__886.wav,0
data/wav/fake_voice/file_11__18590.wav,0
data/wav/real_voice/file_12_20736.wav,1
data/wav/fake_voice/file_11__2032.wav,0
data/wav/real_voice/file_11_17036.wav,1
data/wav/fake_voice/file_11__413.wav,0
data/wav/fake_voice/file_11__31720.wav,0
data/wav/real_voice/file_11_28794.wav,1
data/wav/real_voice/file_11_26390.wav,1
data/wav/fake_voice/file_11__5603.wav,0
data/wav/real_voice/speaker4_10.wav,1
data/wav/fake_voice/file_11__27811.wav,0
data/wav/fake_voice/file_11__7621.wav,0
data/wav/fake_voice/file_11__27635.wav,0
data/wav/real_voice/file_11_1658.wav,1
data/wav/real_voice/file_12_5875.wav,1
data/wav/real_voice/file_12_18434.wav,1
data/wav/real_voice/file_11_4020.wav,1
data/wav/fake_voice/file_11__25809.wav,0
data/wav/fake_voice/file_12_26212.wav,0
data/wav/real_voice/file_11_3039.wav,1
data/wav/fake_voice/file_11__3102.wav,0
data/wav/real_voice/file_12_12596.wav,1
data/wav/fake_voice/file_11__21362.wav,0
data/wav/real_voice/file_12_18622.wav,1
data/wav/real_voice/file_11_25172.wav,1
data/wav/fake_voice/file_11__27602.wav,0
data/wav/real_voice/file_12_644.wav,1
data/wav/real_voice/file_11_26026.wav,1
data/wav/fake_voice/file_11__2820.wav,0
data/wav/fake_voice/file_11__16612.wav,0
data/wav/real_voice/file_11_16236.wav,1
data/wav/real_voice/file_11_19200.wav,1
data/wav/real_voice/file_12_7771.wav,1
data/wav/real_voice/file_11_19458.wav,1
